"customerid","lifetime_spend","total_orders","avg_order_value","days_since_purchase","unique_products_bought","active_months","first_purchase","last_purchase"
16670,"4095.90",11,"372.35",17,"179","8","2010-12-16 10:30:00","2011-11-23 09:34:00"
12749,"4090.88",5,"818.18",4,"160","4","2011-05-10 15:25:00","2011-12-06 09:56:00"
14092,"4076.91",14,"291.21",8,"117","11","2010-12-16 15:47:00","2011-12-02 12:13:00"
13069,"4070.36",24,"169.60",1,"280","13","2010-12-05 11:02:00","2011-12-09 08:39:00"
12449,"4067.29",4,"1016.82",22,"118","4","2011-06-05 15:37:00","2011-11-17 13:46:00"
13225,"4066.32",6,"677.72",3,"15","6","2011-01-05 16:28:00","2011-12-06 13:29:00"
12347,"4060.40",7,"580.06",2,"102","7","2010-12-07 14:57:00","2011-12-07 15:52:00"
12656,"4051.17",5,"810.23",17,"89","5","2011-04-20 09:20:00","2011-11-22 13:42:00"
12867,"4036.82",7,"576.69",26,"240","7","2010-12-14 16:39:00","2011-11-13 15:30:00"
12841,"4022.35",25,"160.89",5,"229","13","2010-12-03 10:43:00","2011-12-05 11:13:00"
12957,"4017.54",8,"502.19",10,"208","6","2011-01-04 12:18:00","2011-11-30 09:53:00"
14547,"4007.54",8,"500.94",4,"198","3","2011-10-16 14:35:00","2011-12-06 11:06:00"
16186,"4006.94",12,"333.91",23,"87","8","2010-12-02 14:40:00","2011-11-17 12:43:00"
17769,"3997.98",10,"399.80",13,"200","6","2011-01-23 11:15:00","2011-11-27 11:18:00"
14401,"3995.32",13,"307.33",4,"113","8","2010-12-15 09:07:00","2011-12-05 13:30:00"
15529,"3995.23",11,"363.20",23,"415","9","2010-12-08 12:24:00","2011-11-17 11:29:00"
17001,"3989.57",11,"362.69",1,"75","11","2010-12-16 09:35:00","2011-12-09 09:38:00"
17611,"3984.22",15,"265.61",7,"440","12","2010-12-13 13:52:00","2011-12-02 13:29:00"
12727,"3980.70",7,"568.67",11,"109","6","2011-01-23 15:17:00","2011-11-29 11:46:00"
13815,"3966.88",4,"991.72",22,"131","3","2011-01-25 12:16:00","2011-11-17 14:19:00"
13523,"3964.88",5,"792.98",33,"157","4","2010-12-08 14:22:00","2011-11-06 15:11:00"
13183,"3957.78",9,"439.75",8,"51","8","2011-01-09 10:50:00","2011-12-02 10:30:00"
17651,"3945.00",10,"394.50",12,"149","5","2011-06-15 15:57:00","2011-11-28 10:29:00"
12473,"3938.55",5,"787.71",29,"140","4","2011-06-01 10:15:00","2011-11-10 13:46:00"
16626,"3937.90",17,"231.64",1,"86","8","2011-03-18 12:27:00","2011-12-09 11:56:00"
17593,"3927.34",5,"785.47",4,"190","5","2010-12-22 10:29:00","2011-12-06 10:30:00"
13999,"3901.81",12,"325.15",10,"102","10","2010-12-13 11:23:00","2011-11-29 13:40:00"
14291,"3883.25",11,"353.02",2,"145","6","2011-03-09 15:20:00","2011-12-08 10:26:00"
14299,"3861.94",9,"429.10",8,"94","7","2010-12-09 10:30:00","2011-12-01 16:05:00"
16717,"3858.38",6,"643.06",24,"176","4","2010-12-08 16:48:00","2011-11-16 12:16:00"
12662,"3849.78",11,"349.98",1,"129","10","2010-12-01 13:04:00","2011-12-09 11:59:00"
16327,"3844.22",6,"640.70",14,"142","6","2010-12-05 12:43:00","2011-11-25 13:23:00"
17091,"3827.76",9,"425.31",3,"119","7","2010-12-07 09:55:00","2011-12-07 10:43:00"
15867,"3812.64",15,"254.18",5,"302","12","2010-12-05 14:17:00","2011-12-04 13:32:00"
12597,"3811.22",4,"952.81",19,"184","4","2011-03-16 14:00:00","2011-11-20 13:33:00"
15298,"3809.90",11,"346.35",2,"114","8","2010-12-08 13:55:00","2011-12-07 17:17:00"
12668,"3807.15",4,"951.79",12,"115","4","2010-12-19 12:46:00","2011-11-28 10:56:00"
16145,"3799.49",11,"345.41",9,"134","10","2010-12-15 09:09:00","2011-12-01 10:33:00"
18198,"3797.40",17,"223.38",4,"81","11","2011-01-07 13:39:00","2011-12-05 14:49:00"
16655,"3794.52",6,"632.42",18,"208","5","2011-01-12 10:16:00","2011-11-22 11:25:00"
12562,"3781.74",7,"540.25",8,"99","7","2011-05-25 12:44:00","2011-12-01 17:20:00"
13435,"3775.33",7,"539.33",5,"68","6","2011-06-03 17:07:00","2011-12-04 14:45:00"
17173,"3766.60",8,"470.82",5,"36","5","2011-07-31 15:26:00","2011-12-04 14:40:00"
16904,"3754.27",16,"234.64",4,"387","11","2010-12-07 13:29:00","2011-12-05 13:10:00"
12429,"3750.40",4,"937.60",9,"82","4","2010-12-09 12:05:00","2011-11-30 17:22:00"
17238,"3744.65",17,"220.27",3,"297","10","2010-12-03 15:05:00","2011-12-07 11:35:00"
16570,"3738.40",10,"373.84",15,"68","7","2011-02-01 10:37:00","2011-11-24 17:02:00"
14282,"3729.34",15,"248.62",3,"70","9","2010-12-07 12:21:00","2011-12-06 17:04:00"
12647,"3722.82",12,"310.24",22,"78","8","2010-12-05 14:02:00","2011-11-17 12:56:00"
13680,"3722.42",4,"930.61",1,"164","3","2011-01-04 14:12:00","2011-12-08 13:47:00"
13384,"3720.25",7,"531.46",31,"123","5","2011-06-14 12:47:00","2011-11-09 11:04:00"
15845,"3711.77",8,"463.97",18,"97","7","2011-01-06 17:19:00","2011-11-22 09:42:00"
13148,"3707.12",12,"308.93",29,"231","6","2010-12-10 13:06:00","2011-11-10 15:23:00"
12553,"3692.28",10,"369.23",8,"95","9","2011-01-14 10:42:00","2011-12-01 16:38:00"
13137,"3650.41",8,"456.30",11,"345","7","2011-02-04 11:54:00","2011-11-29 12:09:00"
12417,"3649.10",9,"405.46",3,"158","8","2010-12-17 11:51:00","2011-12-06 14:52:00"
16712,"3645.43",11,"331.40",9,"259","6","2011-03-08 15:07:00","2011-11-30 13:48:00"
13426,"3641.32",10,"364.13",1,"103","9","2010-12-15 12:43:00","2011-12-09 08:59:00"
16440,"3640.67",5,"728.13",8,"186","4","2011-05-09 12:25:00","2011-12-02 12:02:00"
13381,"3639.31",6,"606.55",32,"77","6","2011-02-14 10:10:00","2011-11-08 11:58:00"
14543,"3630.33",16,"226.90",29,"43","10","2010-12-10 11:51:00","2011-11-11 12:45:00"
17528,"3628.50",8,"453.56",1,"183","4","2011-09-29 13:04:00","2011-12-08 13:27:00"
17576,"3622.68",19,"190.67",8,"245","13","2010-12-09 16:57:00","2011-12-01 17:56:00"
16242,"3603.21",7,"514.74",8,"184","6","2011-03-07 17:04:00","2011-12-01 15:12:00"
13266,"3590.90",12,"299.24",11,"82","9","2011-03-28 10:14:00","2011-11-28 14:39:00"
14132,"3586.03",11,"326.00",2,"100","7","2011-06-09 12:04:00","2011-12-07 13:35:00"
12901,"3568.92",18,"198.27",10,"29","8","2011-03-14 10:41:00","2011-11-29 14:08:00"
15544,"3546.71",9,"394.08",9,"122","7","2010-12-02 12:47:00","2011-11-30 16:43:00"
14503,"3543.26",6,"590.54",3,"113","4","2011-06-14 10:00:00","2011-12-06 13:30:00"
13448,"3539.37",6,"589.90",17,"137","4","2010-12-01 10:52:00","2011-11-23 12:33:00"
16168,"3529.84",26,"135.76",11,"57","11","2010-12-05 11:38:00","2011-11-29 12:45:00"
17858,"3523.66",10,"352.37",6,"96","8","2010-12-05 13:08:00","2011-12-04 11:56:00"
16401,"3522.32",12,"293.53",1,"66","10","2011-01-16 10:56:00","2011-12-08 18:15:00"
17160,"3518.03",6,"586.34",31,"111","4","2011-04-12 12:00:00","2011-11-08 14:05:00"
16360,"3512.53",6,"585.42",5,"365","4","2011-09-12 13:50:00","2011-12-05 12:16:00"
14395,"3507.71",9,"389.75",2,"181","9","2010-12-02 18:15:00","2011-12-07 14:34:00"
14907,"3501.10",7,"500.16",3,"125","5","2010-12-07 10:14:00","2011-12-06 14:14:00"
16458,"3482.74",18,"193.49",3,"52","12","2010-12-14 11:51:00","2011-12-07 09:34:00"
15484,"3478.15",4,"869.54",1,"134","4","2011-09-22 13:31:00","2011-12-08 15:03:00"
13014,"3466.28",10,"346.63",11,"67","6","2011-03-03 18:28:00","2011-11-29 12:27:00"
17758,"3456.70",8,"432.09",19,"310","6","2011-04-03 15:22:00","2011-11-20 14:45:00"
13536,"3448.29",7,"492.61",1,"91","4","2011-09-25 13:30:00","2011-12-08 16:38:00"
17725,"3439.08",11,"312.64",16,"115","9","2011-03-17 19:47:00","2011-11-23 16:34:00"
15676,"3435.76",3,"1145.25",19,"191","2","2011-03-01 10:19:00","2011-11-21 12:40:00"
17381,"3431.73",16,"214.48",24,"25","9","2011-02-04 11:55:00","2011-11-15 15:49:00"
15981,"3408.48",8,"426.06",25,"53","8","2011-02-01 13:50:00","2011-11-15 08:00:00"
13437,"3408.06",7,"486.87",14,"143","4","2011-06-02 14:30:00","2011-11-25 14:00:00"
13198,"3401.24",6,"566.87",10,"199","6","2010-12-13 09:29:00","2011-11-29 15:17:00"
15514,"3391.62",11,"308.33",12,"95","4","2010-12-10 13:50:00","2011-11-27 14:40:00"
16011,"3362.71",16,"210.17",8,"99","11","2010-12-08 16:34:00","2011-12-01 16:31:00"
14227,"3350.96",10,"335.10",26,"117","5","2011-02-28 12:27:00","2011-11-13 15:48:00"
16818,"3349.57",11,"304.51",11,"172","6","2011-05-18 11:42:00","2011-11-29 10:41:00"
17183,"3347.31",6,"557.88",8,"42","4","2011-08-26 15:25:00","2011-12-02 10:07:00"
16607,"3330.43",14,"237.89",18,"139","10","2010-12-16 08:41:00","2011-11-22 10:24:00"
14702,"3292.14",17,"193.66",1,"196","11","2010-12-09 19:23:00","2011-12-08 19:29:00"
15632,"3285.31",8,"410.66",16,"107","7","2011-03-10 08:29:00","2011-11-24 09:51:00"
17491,"3253.59",10,"325.36",1,"72","8","2010-12-07 12:18:00","2011-12-08 16:18:00"
13047,"3237.54",10,"323.75",32,"106","8","2010-12-01 08:34:00","2011-11-08 12:06:00"
15443,"3236.91",7,"462.42",2,"237","6","2011-01-23 13:25:00","2011-12-08 10:40:00"
13880,"3219.77",13,"247.67",21,"125","10","2010-12-07 14:00:00","2011-11-18 13:44:00"
15971,"3218.85",11,"292.62",18,"9","8","2011-02-01 16:47:00","2011-11-22 12:50:00"
13268,"3214.69",11,"292.24",18,"257","6","2011-03-17 13:20:00","2011-11-22 11:51:00"
14388,"3212.84",8,"401.61",10,"124","7","2010-12-02 11:02:00","2011-11-29 13:32:00"
16107,"3204.16",7,"457.74",18,"16","6","2011-06-09 18:42:00","2011-11-22 09:40:00"
17220,"3198.25",14,"228.45",24,"303","9","2010-12-10 14:54:00","2011-11-15 13:47:00"
17685,"3191.53",7,"455.93",17,"88","6","2010-12-02 14:42:00","2011-11-23 11:36:00"
17231,"3174.32",10,"317.43",12,"292","9","2010-12-13 14:16:00","2011-11-27 15:18:00"
16837,"3170.98",11,"288.27",31,"123","5","2011-04-08 08:48:00","2011-11-08 14:27:00"
15861,"3165.36",8,"395.67",12,"339","4","2011-03-17 20:12:00","2011-11-27 15:59:00"
14739,"3132.84",7,"447.55",4,"42","7","2010-12-07 14:58:00","2011-12-05 16:54:00"
13742,"3131.02",12,"260.92",17,"200","7","2011-01-23 14:59:00","2011-11-23 11:07:00"
13758,"3130.07",7,"447.15",12,"103","5","2010-12-01 12:08:00","2011-11-28 11:11:00"
16656,"3125.00",15,"208.33",22,"12","11","2010-12-10 11:23:00","2011-11-17 14:43:00"
16156,"3122.04",9,"346.89",9,"108","8","2011-02-02 12:02:00","2011-12-01 12:42:00"
16326,"3110.96",14,"222.21",6,"158","9","2011-01-09 12:01:00","2011-12-04 10:11:00"
16678,"3109.99",12,"259.17",3,"92","8","2011-03-02 09:24:00","2011-12-07 12:17:00"
14099,"3104.17",11,"282.20",16,"167","10","2010-12-20 11:14:00","2011-11-23 13:53:00"
16905,"3102.43",7,"443.20",5,"117","6","2010-12-03 10:43:00","2011-12-04 14:01:00"
17059,"3095.04",5,"619.01",30,"292","5","2010-12-05 12:35:00","2011-11-10 12:27:00"
13362,"3090.74",4,"772.68",9,"128","4","2011-02-25 11:33:00","2011-11-30 14:41:00"
16218,"3084.68",7,"440.67",30,"56","6","2010-12-01 11:29:00","2011-11-10 09:59:00"
18272,"3078.58",6,"513.10",3,"99","5","2011-04-07 09:35:00","2011-12-07 12:43:00"
12910,"3075.04",8,"384.38",23,"48","6","2011-04-12 10:01:00","2011-11-16 14:28:00"
14456,"3062.40",9,"340.27",5,"580","5","2011-07-20 13:06:00","2011-12-04 13:59:00"
17799,"3055.93",10,"305.59",22,"280","7","2010-12-13 13:10:00","2011-11-17 15:16:00"
16393,"3046.21",13,"234.32",2,"120","10","2010-12-05 13:10:00","2011-12-07 12:51:00"
12598,"3023.08",8,"377.88",10,"84","5","2011-02-28 11:58:00","2011-11-30 12:18:00"
12395,"3018.63",12,"251.55",19,"91","8","2010-12-03 16:35:00","2011-11-20 15:21:00"
17659,"2999.46",12,"249.96",17,"127","7","2010-12-02 16:46:00","2011-11-22 13:29:00"
12670,"2996.05",5,"599.21",10,"58","4","2011-04-21 10:16:00","2011-11-29 15:23:00"
15687,"2993.10",9,"332.57",9,"119","7","2011-01-13 15:13:00","2011-12-01 08:33:00"
13451,"2976.15",5,"595.23",26,"315","5","2011-01-09 15:35:00","2011-11-13 15:58:00"
14032,"2975.59",11,"270.51",2,"53","8","2010-12-08 10:53:00","2011-12-07 15:23:00"
15854,"2974.65",12,"247.89",4,"105","9","2010-12-13 11:47:00","2011-12-05 13:39:00"
12480,"2964.83",4,"741.21",28,"129","4","2011-01-07 15:27:00","2011-11-11 14:52:00"
17924,"2962.50",7,"423.21",12,"26","4","2010-12-01 10:51:00","2011-11-28 09:11:00"
14868,"2953.59",8,"369.20",3,"96","6","2011-04-20 13:36:00","2011-12-06 14:49:00"
14112,"2915.15",7,"416.45",23,"117","5","2011-03-09 11:28:00","2011-11-17 12:30:00"
17644,"2895.64",11,"263.24",1,"102","8","2011-03-24 09:44:00","2011-12-08 13:43:00"
12408,"2888.55",5,"577.71",33,"81","4","2011-03-24 14:46:00","2011-11-07 12:27:00"
13735,"2885.24",4,"721.31",25,"158","4","2011-04-19 13:49:00","2011-11-15 11:14:00"
16633,"2883.10",6,"480.52",17,"115","6","2011-04-19 14:36:00","2011-11-22 13:41:00"
14251,"2879.70",5,"575.94",2,"37","3","2011-10-13 12:46:00","2011-12-08 08:32:00"
17728,"2876.01",3,"958.67",4,"153","3","2011-09-14 11:39:00","2011-12-06 08:52:00"
15628,"2870.24",9,"318.92",5,"85","8","2010-12-08 09:51:00","2011-12-05 10:24:00"
14711,"2868.80",11,"260.80",10,"221","7","2011-03-22 13:32:00","2011-11-29 14:58:00"
12685,"2863.08",6,"477.18",28,"117","3","2011-09-07 10:28:00","2011-11-11 13:46:00"
18145,"2861.55",4,"715.39",13,"174","4","2011-01-31 12:10:00","2011-11-27 11:22:00"
14572,"2832.84",7,"404.69",3,"190","6","2011-01-19 17:23:00","2011-12-06 14:40:00"
14530,"2818.81",6,"469.80",26,"140","6","2011-02-16 10:47:00","2011-11-14 10:38:00"
16871,"2812.34",6,"468.72",22,"131","4","2011-03-14 10:31:00","2011-11-17 19:27:00"
14903,"2810.63",5,"562.13",21,"227","5","2011-03-06 11:50:00","2011-11-18 16:07:00"
18230,"2810.20",7,"401.46",9,"32","6","2011-02-10 13:06:00","2011-11-30 13:22:00"
16764,"2799.25",13,"215.33",4,"209","6","2011-07-19 17:17:00","2011-12-06 11:41:00"
15993,"2797.57",7,"399.65",9,"335","3","2011-10-26 16:21:00","2011-12-01 10:45:00"
13769,"2796.51",10,"279.65",2,"73","9","2010-12-07 13:28:00","2011-12-07 15:08:00"
17739,"2791.35",7,"398.76",12,"29","6","2010-12-14 14:26:00","2011-11-28 09:12:00"
14626,"2791.27",4,"697.82",24,"108","4","2011-04-20 13:18:00","2011-11-16 10:37:00"
12906,"2784.13",5,"556.83",12,"54","2","2011-09-22 15:03:00","2011-11-28 09:55:00"
12388,"2780.66",6,"463.44",16,"57","6","2011-01-17 11:12:00","2011-11-24 12:30:00"
14121,"2780.15",4,"695.04",4,"148","3","2011-10-11 10:39:00","2011-12-06 12:19:00"
14005,"2773.92",5,"554.78",10,"52","5","2011-05-08 10:33:00","2011-11-30 12:41:00"
13870,"2770.94",8,"346.37",2,"91","6","2011-02-25 09:09:00","2011-12-07 13:23:00"
15356,"2766.50",10,"276.65",31,"215","9","2010-12-06 14:05:00","2011-11-08 13:11:00"
13230,"2763.41",14,"197.39",4,"393","9","2010-12-09 19:28:00","2011-12-05 16:03:00"
15114,"2760.56",10,"276.06",30,"136","8","2011-02-11 08:45:00","2011-11-09 15:05:00"
13971,"2758.26",8,"344.78",19,"118","7","2011-02-27 12:27:00","2011-11-21 12:06:00"
15696,"2736.46",8,"342.06",33,"140","5","2011-01-17 11:24:00","2011-11-06 14:02:00"
16003,"2735.37",5,"547.07",30,"82","4","2010-12-15 12:09:00","2011-11-10 09:57:00"
12380,"2724.81",4,"681.20",22,"77","4","2011-06-07 09:49:00","2011-11-18 11:27:00"
17838,"2723.62",5,"544.72",27,"95","4","2010-12-02 15:55:00","2011-11-13 11:20:00"
12708,"2712.91",10,"271.29",30,"86","9","2010-12-06 10:43:00","2011-11-10 09:52:00"
15796,"2711.56",8,"338.94",1,"70","7","2011-02-10 15:40:00","2011-12-08 19:55:00"
17069,"2709.70",9,"301.08",28,"111","5","2010-12-01 16:49:00","2011-11-11 17:13:00"
13285,"2709.12",4,"677.28",23,"157","4","2011-02-22 17:13:00","2011-11-16 13:19:00"
14732,"2702.49",8,"337.81",8,"105","8","2011-01-04 14:40:00","2011-12-01 14:34:00"
18097,"2697.80",6,"449.63",8,"65","5","2010-12-20 14:49:00","2011-12-02 11:16:00"
17346,"2676.56",15,"178.44",4,"299","9","2010-12-01 14:34:00","2011-12-06 12:18:00"
13883,"2674.48",5,"534.90",11,"108","3","2011-03-31 17:17:00","2011-11-29 10:45:00"
12619,"2667.16",9,"296.35",16,"46","6","2011-03-31 13:10:00","2011-11-23 14:52:00"
14713,"2666.36",11,"242.40",9,"146","8","2010-12-09 18:58:00","2011-11-30 16:26:00"
12931,"2661.26",9,"295.70",30,"15","6","2010-12-17 18:07:00","2011-11-09 13:56:00"
12721,"2656.13",6,"442.69",32,"133","6","2010-12-20 11:38:00","2011-11-08 12:13:00"
16618,"2647.59",5,"529.52",31,"79","4","2011-01-21 11:55:00","2011-11-08 13:52:00"
13658,"2639.17",5,"527.83",10,"91","3","2011-05-19 17:15:00","2011-11-30 10:13:00"
17655,"2638.94",7,"376.99",11,"66","6","2010-12-08 16:45:00","2011-11-29 11:34:00"
13804,"2635.79",7,"376.54",31,"124","4","2011-02-23 09:09:00","2011-11-09 12:32:00"
17402,"2633.85",13,"202.60",5,"33","9","2010-12-05 13:53:00","2011-12-05 10:15:00"
18077,"2633.01",11,"239.36",8,"101","8","2010-12-08 10:21:00","2011-12-01 13:32:00"
13644,"2624.26",4,"656.07",16,"144","4","2011-08-26 11:53:00","2011-11-23 14:07:00"
15984,"2624.07",10,"262.41",3,"216","8","2010-12-06 13:21:00","2011-12-07 12:16:00"
18210,"2621.38",6,"436.90",2,"109","4","2011-03-17 16:58:00","2011-12-08 11:02:00"
16255,"2619.91",8,"327.49",17,"146","7","2010-12-09 14:25:00","2011-11-23 12:40:00"
14262,"2618.23",8,"327.28",8,"87","7","2011-04-13 12:23:00","2011-12-01 14:17:00"
13021,"2616.38",9,"290.71",4,"101","7","2010-12-16 10:12:00","2011-12-05 16:37:00"
15671,"2615.37",7,"373.62",19,"51","5","2011-03-14 09:37:00","2011-11-21 12:43:00"
18075,"2611.75",10,"261.18",23,"97","9","2010-12-14 10:48:00","2011-11-16 15:21:00"
16241,"2607.87",13,"200.61",10,"347","10","2010-12-05 11:04:00","2011-11-30 11:08:00"
14408,"2606.53",7,"372.36",11,"60","6","2011-03-20 14:41:00","2011-11-29 11:41:00"
13983,"2603.43",12,"216.95",30,"91","9","2010-12-08 10:38:00","2011-11-10 11:06:00"
12600,"2599.04",10,"259.90",29,"32","9","2010-12-03 12:57:00","2011-11-11 10:29:00"
13895,"2593.07",4,"648.27",28,"97","4","2011-06-28 10:17:00","2011-11-11 16:57:00"
14243,"2588.77",10,"258.88",9,"99","9","2010-12-09 08:34:00","2011-12-01 11:12:00"
15033,"2586.67",10,"258.67",5,"315","8","2011-01-14 13:28:00","2011-12-05 12:40:00"
14546,"2578.09",5,"515.62",5,"250","5","2011-04-05 12:37:00","2011-12-04 13:00:00"
16912,"2575.38",11,"234.13",29,"88","6","2011-01-20 15:42:00","2011-11-11 12:18:00"
12726,"2572.62",7,"367.52",28,"56","7","2010-12-17 12:56:00","2011-11-11 13:35:00"
18245,"2567.06",7,"366.72",7,"153","5","2010-12-19 14:58:00","2011-12-02 14:48:00"
15572,"2552.86",7,"364.69",5,"166","5","2011-03-06 14:44:00","2011-12-05 10:09:00"
14334,"2552.21",8,"319.03",17,"98","8","2010-12-16 17:37:00","2011-11-23 10:01:00"
14701,"2549.37",9,"283.26",11,"268","6","2011-01-27 12:40:00","2011-11-29 12:38:00"
17700,"2534.64",4,"633.66",17,"116","4","2011-03-03 16:34:00","2011-11-23 11:51:00"
13471,"2531.58",4,"632.89",1,"214","3","2011-10-23 13:10:00","2011-12-08 15:44:00"
14659,"2529.93",9,"281.10",9,"147","9","2011-01-28 12:43:00","2011-12-01 12:17:00"
13975,"2526.28",6,"421.05",31,"240","5","2011-03-08 12:19:00","2011-11-08 13:19:00"
17449,"2520.86",7,"360.12",2,"178","6","2010-12-15 10:57:00","2011-12-07 16:56:00"
13394,"2520.02",8,"315.00",2,"124","8","2011-02-03 10:39:00","2011-12-08 11:36:00"
17596,"2516.44",7,"359.49",23,"168","6","2010-12-06 12:34:00","2011-11-16 14:11:00"
17133,"2516.24",6,"419.37",16,"12","5","2011-03-18 13:47:00","2011-11-24 12:27:00"
14397,"2509.28",19,"132.07",3,"18","8","2011-05-10 12:25:00","2011-12-07 09:22:00"
15271,"2507.07",15,"167.14",7,"184","10","2010-12-09 13:47:00","2011-12-02 14:11:00"
13695,"2504.13",15,"166.94",31,"46","9","2011-03-25 11:31:00","2011-11-08 14:26:00"
12517,"2502.84",5,"500.57",28,"232","4","2011-06-02 15:13:00","2011-11-11 14:04:00"
12557,"2501.34",4,"625.34",16,"13","4","2010-12-03 12:20:00","2011-11-23 16:59:00"
15932,"2495.87",8,"311.98",4,"93","8","2011-02-23 14:50:00","2011-12-05 17:13:00"
12483,"2484.98",8,"310.62",17,"46","7","2011-01-04 14:20:00","2011-11-22 17:02:00"
12913,"2483.63",5,"496.73",5,"37","5","2010-12-06 16:36:00","2011-12-05 12:11:00"
16710,"2483.04",10,"248.30",19,"268","6","2010-12-06 13:13:00","2011-11-20 14:50:00"
13507,"2479.16",4,"619.79",3,"146","4","2011-07-17 11:50:00","2011-12-06 13:13:00"
13588,"2478.95",9,"275.44",16,"131","6","2011-03-29 15:53:00","2011-11-24 10:42:00"
17682,"2474.33",6,"412.39",10,"48","6","2010-12-06 13:35:00","2011-11-29 15:59:00"
17188,"2474.23",7,"353.46",11,"71","4","2010-12-12 12:56:00","2011-11-28 13:53:00"
14766,"2473.37",6,"412.23",8,"111","6","2010-12-08 15:33:00","2011-12-01 16:05:00"
17314,"2472.24",8,"309.03",25,"120","7","2011-01-31 11:25:00","2011-11-15 09:41:00"
14502,"2470.67",11,"224.61",20,"368","7","2011-01-30 15:52:00","2011-11-20 11:50:00"
17164,"2467.35",7,"352.48",33,"92","5","2011-03-11 14:26:00","2011-11-07 09:14:00"
15750,"2465.48",8,"308.18",3,"214","6","2010-12-08 10:36:00","2011-12-07 12:34:00"
17131,"2463.17",5,"492.63",5,"78","4","2011-09-25 12:42:00","2011-12-04 12:52:00"
15527,"2429.78",8,"303.72",19,"127","7","2010-12-20 14:15:00","2011-11-21 12:17:00"
17071,"2429.03",9,"269.89",28,"102","8","2011-02-03 08:18:00","2011-11-11 16:31:00"
13949,"2427.32",6,"404.55",3,"124","4","2011-09-06 11:55:00","2011-12-07 09:35:00"
16143,"2424.94",6,"404.16",3,"75","5","2010-12-05 15:18:00","2011-12-06 14:13:00"
15089,"2420.84",6,"403.47",10,"139","4","2011-08-03 14:14:00","2011-11-29 16:31:00"
15373,"2415.91",12,"201.33",8,"74","9","2010-12-03 14:40:00","2011-12-01 15:05:00"
18065,"2392.83",14,"170.92",6,"110","6","2010-12-10 12:44:00","2011-12-04 10:30:00"
17530,"2385.00",10,"238.50",1,"306","8","2010-12-09 20:01:00","2011-12-08 18:42:00"
14493,"2383.24",5,"476.65",7,"95","4","2011-07-07 16:59:00","2011-12-02 16:14:00"
14554,"2381.04",4,"595.26",10,"147","2","2011-10-18 13:04:00","2011-11-29 16:44:00"
17434,"2373.82",7,"339.12",2,"100","4","2011-09-15 13:54:00","2011-12-07 13:16:00"
15755,"2364.25",6,"394.04",10,"127","5","2011-02-18 11:53:00","2011-11-29 14:57:00"
14030,"2360.09",8,"295.01",18,"210","6","2010-12-08 16:11:00","2011-11-21 16:48:00"
14440,"2357.68",5,"471.54",8,"33","5","2010-12-09 12:49:00","2011-12-01 15:42:00"
12704,"2340.84",8,"292.61",7,"64","5","2011-06-23 10:20:00","2011-12-02 13:15:00"
18259,"2338.60",3,"779.53",25,"27","3","2010-12-08 13:38:00","2011-11-15 12:34:00"
12584,"2338.15",9,"259.79",4,"44","8","2011-03-04 15:15:00","2011-12-06 09:35:00"
12782,"2330.92",5,"466.18",5,"81","5","2010-12-17 11:30:00","2011-12-05 09:16:00"
15785,"2328.97",5,"465.79",33,"58","4","2011-02-17 14:17:00","2011-11-07 11:33:00"
17211,"2317.22",8,"289.65",27,"150","6","2010-12-05 12:44:00","2011-11-13 12:03:00"
15782,"2315.22",3,"771.74",10,"33","3","2011-09-11 14:29:00","2011-11-30 10:49:00"
14290,"2314.65",5,"462.93",11,"89","4","2010-12-13 10:24:00","2011-11-28 14:02:00"
15365,"2314.32",7,"330.62",26,"65","3","2011-01-28 13:08:00","2011-11-14 08:29:00"
13994,"2313.14",6,"385.52",4,"122","5","2011-07-14 18:28:00","2011-12-06 11:05:00"
13704,"2308.06",9,"256.45",5,"111","4","2011-09-12 14:40:00","2011-12-04 15:13:00"
17744,"2304.40",6,"384.07",4,"109","5","2010-12-16 14:17:00","2011-12-06 12:11:00"
15105,"2298.93",7,"328.42",18,"90","4","2011-07-28 10:09:00","2011-11-21 16:54:00"
12500,"2296.54",11,"208.78",23,"34","7","2011-01-10 09:48:00","2011-11-16 16:20:00"
13115,"2294.78",4,"573.70",12,"88","3","2011-06-08 16:15:00","2011-11-28 12:38:00"
12615,"2291.19",4,"572.80",2,"82","4","2011-06-24 13:35:00","2011-12-07 15:02:00"
14676,"2290.72",6,"381.79",31,"29","5","2011-03-01 14:26:00","2011-11-08 13:29:00"
16782,"2279.90",13,"175.38",10,"103","8","2010-12-09 11:28:00","2011-11-29 13:20:00"
17768,"2273.18",3,"757.73",8,"77","3","2011-06-26 13:46:00","2011-12-01 13:22:00"
14466,"2272.40",7,"324.63",29,"35","7","2010-12-02 13:36:00","2011-11-10 14:07:00"
13700,"2265.12",10,"226.51",26,"139","7","2011-01-16 13:18:00","2011-11-13 13:00:00"
16057,"2263.12",7,"323.30",16,"109","4","2011-02-28 10:35:00","2011-11-23 15:23:00"
14432,"2255.51",6,"375.92",10,"256","3","2011-09-11 14:09:00","2011-11-30 08:04:00"
16293,"2248.99",10,"224.90",22,"102","6","2010-12-07 15:02:00","2011-11-18 09:58:00"
16771,"2246.81",5,"449.36",33,"200","5","2011-01-05 13:57:00","2011-11-06 13:28:00"
16743,"2238.09",7,"319.73",29,"89","6","2010-12-16 12:15:00","2011-11-10 13:13:00"
